accession	taxid	species_name	assembly_level	method	sequencing_technology	submission_date	number_of_contigs	number_of_scaffolds	contig_n50	scaffold_n50
GCA_043090505.1	8639	Naja haje	Scaffold	SPAdes v. 2024	Illumina	2024-08-24T12:24:04.173	821728	788879	3239	3546
GCA_046270785.1	1184709	Anolis planiceps	Scaffold	SPAdes v. 2024	Illumina	2024-09-16T14:33:04.423	1012197	598741	3235	246836988
GCA_034780495.1	571753	Parotocinclus cesarpintoi	Scaffold	SPAdes v. 2023	Illumina	2023-07-18T19:21:10.597	509999	471926	3232	3299
GCA_027123135.1	630691	Urophycis floridana	Scaffold	SPAdes v. 2021	Illumina	2020-07-11T12:31:04.820	193014	115458	3230	12702846
GCA_029822935.1	238067	Naso vlamingii	Scaffold	SPAdes v. 2022	Illumina	2022-11-25T16:38:04.186	400217	233826	3223	24725345
GCA_046271125.1	279980	Osteocephalus leprieurii	Scaffold	SPAdes v. 2024	Illumina	2024-09-16T14:33:04.363	1163799	1096800	3223	3361
GCA_041108475.1	34953	Vireo vicinior	Scaffold	SPAdes v. 2024	Illumina	2024-06-09T10:16:04.220	1447566	1102810	3198	25204590
GCA_050511855.1	3356968	Leptopanchax itanhaensis	Scaffold	SPAdes v. 2025	Illumina	2025-04-10T13:18:06.773	843425	720514	3197	19052131
GCA_046271065.1	356208	Gastrophryne elegans	Scaffold	SPAdes v. 2024	Illumina	2024-11-08T11:11:03.700	1495531	1466159	3190	3248
GCA_046118615.1	155309	Marisora unimarginata	Scaffold	SPAdes v. 2024	Illumina	2024-10-31T15:00:10.930	2327366	2247241	3170	4094
GCA_028566375.1	2728222	Leptodoras nelsoni	Scaffold	SPAdes v. 2022	Illumina	2021-12-20T12:50:10.783	330551	203881	3108	17005198
GCA_031001815.1	44697	Cynodonichthys tenuis	Scaffold	SPAdes v. 2023	Illumina	2023-03-28T17:27:03.467	1458103	1345058	3101	3419
GCA_044758445.1	1978132	Sclerophrys asmarae	Scaffold	SPAdes v. 2024	Illumina	2024-09-05T11:04:04.360	1246312	1221396	3087	3186
GCA_026167865.1	287711	Notarius quadriscutis	Scaffold	SPAdes v. 2021	Illumina	2021-05-08T18:29:05.570	441682	79163	3086	55914322
GCA_044758885.1	174777	Bachia flavescens	Scaffold	SPAdes v. 2024	Illumina	2024-09-08T11:48:04.373	1456100	1398263	3053	3373
GCA_026413345.1	243726	Ariopsis seemanni	Scaffold	SPAdes v. 2021	Illumina	2021-09-28T10:26:05.883	445402	77516	3050	56391098
GCA_027123175.1	458613	Urophycis cirrata	Scaffold	SPAdes v. 2021	Illumina	2020-07-11T12:28:03.770	246144	149938	3045	13558947
GCA_031763805.1	3352183	Argolebias nigripinnis	Scaffold	SPAdes v. 2023	Illumina	2023-04-03T19:48:03.690	351831	100535	3037	37097251
GCA_031762495.1	60331	Anablepsoides rubrolineatus	Scaffold	SPAdes v. 2023	Illumina	2023-04-04T10:12:04.860	353280	247496	3022	20331318
GCA_049176415.1	322707	Clarias gabonensis	Scaffold	SPAdes v. 2025	Illumina	2024-10-20T14:13:05.380	906071	784755	2997	14085508
GCA_044008735.1	8388	Incilius valliceps	Scaffold	SPAdes v. 2024	Illumina	2024-08-15T08:31:04.557	1599507	1582514	2982	3039
GCA_034780675.1	175928	Spinus atriceps	Scaffold	SPAdes v. 2023	Illumina	2023-05-31T09:12:44.837	437820	29599	2972	64469707
GCA_025447855.1	419350	Potamarius usumacintae	Scaffold	SPAdes v. 2021	Illumina	2021-05-08T18:37:05.123	467947	97535	2970	56556802
GCA_043090225.1	1720241	Anolis rodriguezii	Scaffold	SPAdes v. 2024	Illumina	2024-08-24T12:48:05.343	903415	468140	2957	242524223
GCA_027576115.1	1077199	Cathorops melanopus	Scaffold	SPAdes v. 2021	Illumina	2021-09-28T09:33:04.733	468622	92513	2951	56397652
GCA_029822955.1	316355	Ostorhinchus angustatus	Scaffold	SPAdes v. 2022	Illumina	2022-11-02T17:24:03.980	439992	217082	2939	34746156
GCA_027576435.1	419349	Potamarius nelsoni	Scaffold	SPAdes v. 2021	Illumina	2021-05-14T12:47:41.803	444127	68840	2928	56747414
GCA_047292495.1	2202205	Coniophanes schmidti	Scaffold	SPAdes v. 2024	Illumina	2025-01-01T05:16:03.737	724883	685492	2913	3195
GCA_043111265.1	617160	Trioceros affinis	Scaffold	SPAdes v. 2024	Illumina	2024-08-24T12:24:04.227	1251485	1188762	2890	3294
GCA_047748155.1	1296671	Lycodon carinatus	Scaffold	SPAdes v. 2024	Illumina	2024-12-16T15:02:09.667	547144	506369	2884	3194
GCA_029814505.1	1431494	Siphamia roseigaster	Scaffold	SPAdes v. 2022	Illumina	2022-11-02T17:34:04.326	426730	202117	2882	37518861
GCA_046270645.1	127654	Ptychadena anchietae	Scaffold	SPAdes v. 2024	Illumina	2024-11-08T11:11:03.743	694540	659035	2872	3036
GCA_046118475.1	1212738	Tropidodipsas fasciata	Scaffold	SPAdes v. 2024	Illumina	2024-09-30T15:28:04.103	1218950	1182581	2866	3091
GCA_044474225.1	871688	Listrura nematopteryx	Scaffold	SPAdes v. 2024	Illumina	2024-08-24T08:08:04.380	657018	613746	2851	4506
GCA_047292395.1	552730	Cachryx defensor	Scaffold	SPAdes v. 2024	Illumina	2024-09-08T11:48:04.400	1346840	733816	2847	106532694
GCA_037974585.1	1042432	Bathyaethiops greeni	Scaffold	SPAdes v. 2024	Illumina	2024-02-27T09:19:04.457	436863	352992	2804	4962
GCA_027123715.1	1476912	Gaidropsarus macrophthalmus	Scaffold	SPAdes v. 2021	Illumina	2020-07-11T12:37:04.320	224209	147054	2798	10749147
GCA_046270925.1	326593	Leptodactylus knudseni	Scaffold	SPAdes v. 2024	Illumina	2024-11-08T11:11:03.723	676941	636372	2797	2969
GCA_027576575.1	591271	Netuma bilineata	Scaffold	SPAdes v. 2021	Illumina	2021-05-14T12:47:41.733	481477	92582	2781	58718353
GCA_034780215.1	632109	Carduelis corsicana	Scaffold	SPAdes v. 2023	Illumina	2023-07-18T17:53:36.933	762873	327979	2768	32410825
GCA_044758525.1	279982	Smilisca baudinii	Scaffold	SPAdes v. 2024	Illumina	2024-07-22T15:29:04.023	874314	859171	2761	2817
GCA_024363135.1	1312472	Leptodoras oyakawai	Scaffold	SPAdes v. 2022	Illumina	2021-12-20T12:50:10.800	597383	469173	2756	8169911
GCA_037177095.1	69134	Craterocephalus marjoriae	Scaffold	SPAdes v. 2024	Illumina	2023-12-02T11:12:05.497	226066	97202	2751	22864330
GCA_038406135.1	34950	Vireo solitarius	Scaffold	SPAdes v. 2024	Illumina	2024-03-20T15:14:06.637	953961	548800	2734	65489854
GCA_046269925.1	346448	Rhaebo guttatus	Scaffold	SPAdes v. 2024	Illumina	2024-09-08T11:48:04.480	1028820	987132	2733	2852
GCA_032353435.1	151760	Amazona farinosa	Scaffold	SPAdes v. 2023	Illumina	2023-05-16T10:01:35.190	480601	164653	2725	17703
GCA_027576175.1	419343	Sciades proops	Scaffold	SPAdes v. 2021	Illumina	2021-09-28T11:42:05.576	468217	73892	2721	56299849
GCA_044758745.1	186588	Natriciteres olivacea	Scaffold	SPAdes v. 2024	Illumina	2024-09-05T11:04:04.340	1493175	1448590	2720	3012
GCA_029814675.1	157585	Acanthurus coeruleus	Scaffold	SPAdes v. 2022	Illumina	2022-12-19T12:59:03.310	277893	122891	2710	22657895
GCA_044758625.1	2999567	Atlantirivulus guanabarensis	Scaffold	SPAdes v. 2024	Illumina	2024-08-24T08:08:04.207	1431672	1332949	2710	59856
GCA_044758895.1	317335	Tlalocohyla loquax	Scaffold	SPAdes v. 2024	Illumina	2024-08-24T12:39:04.480	1390026	1371286	2701	2763
GCA_044758425.1	248862	Osteocephalus taurinus	Scaffold	SPAdes v. 2024	Illumina	2024-09-08T11:48:04.447	1518722	1494221	2696	2774
GCA_032468035.1	46264	Aparallactus werneri	Scaffold	SPAdes v. 2022	Illumina	2021-12-18T08:05:13.540	792783	577532	2672	40515
GCA_025434125.1	390312	Chologaster cornuta	Scaffold	SPAdes v. 2021	Illumina	2021-07-14T10:22:18.676	242884	227285	2664	2914
GCA_032362145.1	2760903	Hypanus berthalutzae	Scaffold	SPAdes v. 2023	Illumina	2023-03-28T20:09:03.107	1215102	116668	2664	105383293
GCA_025400055.1	591273	Notarius lentiginosus	Scaffold	SPAdes v. 2021	Illumina	2021-09-30T11:18:05.406	472826	75663	2663	56331846
GCA_034782595.1	252781	Aquila rapax	Scaffold	SPAdes v. 2023	Illumina	2023-08-17T08:37:05.940	530043	30839	2654	24854210
GCA_025774045.1	3363670	Pararius proximus	Scaffold	SPAdes v. 2021	Illumina	2021-05-14T12:47:41.186	431993	23151	2653	63877763
GCA_027575915.1	3363541	Betancurichthys madagascariensis	Scaffold	SPAdes v. 2021	Illumina	2021-05-14T12:47:41.116	454044	52510	2645	58843288
GCA_046270405.1	121382	Siphlophis compressus	Scaffold	SPAdes v. 2024	Illumina	2024-09-08T11:48:04.500	2202282	2156316	2638	2889
GCA_049180955.1	319543	Myliobatis californica	Scaffold	SPAdes v. 2025	Illumina	2025-02-01T11:29:03.700	1541893	510308	2637	99878281
GCA_044758825.1	327965	Phrynobatrachus natalensis	Scaffold	SPAdes v. 2024	Illumina	2024-08-24T12:24:04.197	1619463	1594416	2635	2700
GCA_027576395.1	591316	Cinetodus carinatus	Scaffold	SPAdes v. 2021	Illumina	2021-05-14T12:47:41.336	464299	47736	2631	64302036
GCA_028566735.1	2809288	Ammoglanis amapaensis	Scaffold	SPAdes v. 2021	Illumina	2021-07-30T07:28:05.840	482279	457740	2630	3061
GCA_027575105.1	321117	Haliastur sphenurus	Scaffold	SPAdes v. 2022	Illumina	2021-10-15T11:09:03.740	525117	34625	2627	37499110
GCA_027123975.1	591327	Genidens machadoi	Scaffold	SPAdes v. 2022	Illumina	2021-10-08T14:47:03.733	607967	237019	2621	55613161
GCA_027576535.1	591289	Neoarius utarus	Scaffold	SPAdes v. 2021	Illumina	2021-05-14T12:47:41.703	459564	43182	2617	64088733
GCA_046118215.1	1223605	Myripristis leiognathus	Scaffold	SPAdes v. 2024	Illumina	2024-08-04T10:42:06.090	605742	333205	2616	31673389
GCA_032353275.1	189490	Sardinella hualiensis	Scaffold	SPAdes v. 2023	Illumina	2023-04-04T08:15:11.170	281720	191173	2614	11352428
GCA_044758645.1	143418	Hyperolius nasutus	Scaffold	SPAdes v. 2024	Illumina	2024-08-15T08:31:04.527	2208292	2154734	2593	2667
GCA_046269465.1	239048	Thalassoma lucasanum	Scaffold	SPAdes v. 2024	Illumina	2024-07-20T17:46:04.007	450887	325476	2589	19937327
GCA_027576055.1	591319	Cochlefelis danielsi	Scaffold	SPAdes v. 2021	Illumina	2021-05-14T12:47:41.400	563425	152788	2584	63907610
GCA_044629035.1	213803	Trachycephalus venulosus	Scaffold	SPAdes v. 2024	Illumina	2024-08-15T08:31:04.693	1150059	1135470	2582	2633
GCA_034509105.1	2563392	Microcambeva barbata	Scaffold	SPAdes v. 2023	Illumina	2023-09-25T17:12:04.183	596411	476640	2578	17098239
GCA_027576015.1	591303	Hemiarius stormii	Scaffold	SPAdes v. 2021	Illumina	2021-05-14T12:47:41.476	494686	85872	2576	59591328
GCA_040721615.1	1642194	Nibea squamosa	Scaffold	SPAdes v. 2024	Illumina	2023-12-02T11:12:06.290	338872	44148	2575	25515755
GCA_029814725.1	753644	Acanthurus nigricauda	Scaffold	SPAdes v. 2022	Illumina	2022-12-19T12:59:03.376	288701	134272	2566	22563471
GCA_027576475.1	591330	Nedystoma dayi	Scaffold	SPAdes v. 2021	Illumina	2021-05-14T12:47:41.503	468917	46164	2545	63623812
GCA_032274405.1	2571053	Accipiter meyerianus	Scaffold	SPAdes v. 2023	Illumina	2023-06-18T19:45:55.543	600410	65651	2545	21959864
GCA_027122795.1	81640	Enchelyopus cimbrius	Scaffold	SPAdes v. 2021	Illumina	2020-07-11T11:47:04.093	246120	156867	2536	11386511
GCA_046039635.1	1380080	Ptychadena nilotica	Scaffold	SPAdes v. 2024	Illumina	2024-09-05T11:04:04.350	1767410	1705236	2515	2607
GCA_027576415.1	591321	Cochlefelis spatula	Scaffold	SPAdes v. 2021	Illumina	2021-05-14T12:47:41.413	471425	43542	2497	63631225
GCA_025447875.1	286640	Notarius cookei	Scaffold	SPAdes v. 2021	Illumina	2021-05-08T18:25:05.133	496293	77885	2479	56313969
GCA_034779935.1	127974	Loxia pytyopsittacus	Scaffold	SPAdes v. 2023	Illumina	2023-05-31T09:12:44.277	855590	238218	2478	20234637
GCA_046270425.1	150710	Dendropsophus microcephalus	Scaffold	SPAdes v. 2024	Illumina	2024-11-08T12:15:26.110	605316	578909	2473	2577
GCA_026153275.1	419340	Sciades herzbergii	Scaffold	SPAdes v. 2021	Illumina	2021-05-14T12:47:41.890	1215839	702373	2466	56919501
GCA_044758565.1	3118903	Microcambeva watu	Scaffold	SPAdes v. 2024	Illumina	2024-08-24T08:08:04.483	1575122	1524213	2458	2761
GCA_041107655.1	120836	Melanotaenia goldiei	Scaffold	SPAdes v. 2024	Illumina	2023-12-02T11:12:06.077	246669	10316	2455	33518740
GCA_027576635.1	591317	Cinetodus froggatti	Scaffold	SPAdes v. 2021	Illumina	2021-05-14T12:47:41.390	497592	55556	2450	64442929
GCA_047292515.1	1978145	Sclerophrys steindachneri	Scaffold	SPAdes v. 2024	Illumina	2024-09-05T11:04:04.373	1582890	1553976	2448	2522
GCA_044758765.1	3034801	Atlantirivulus lazzarotoi	Scaffold	SPAdes v. 2024	Illumina	2024-08-24T08:08:04.450	1309310	1191432	2446	13456853
GCA_027576275.1	591264	Cephalocassis melanochir	Scaffold	SPAdes v. 2021	Illumina	2021-05-14T12:47:41.320	506533	84858	2443	59176157
GCA_041731335.1	911496	Gonatodes alexandermendesi	Scaffold	SPAdes v. 2024	Illumina	2024-03-07T15:22:05.047	1666908	1377332	2440	29801607
GCA_027575935.1	591267	Nemapteryx augusta	Scaffold	SPAdes v. 2021	Illumina	2021-05-14T12:47:41.573	485048	57726	2433	62888858
GCA_027122755.1	89949	Merluccius hubbsi	Scaffold	SPAdes v. 2021	Illumina	2021-09-03T13:19:19.320	281999	192640	2431	11869982
GCA_027576615.1	591323	Nedystoma novaeguineae	Scaffold	SPAdes v. 2021	Illumina	2021-05-14T12:47:41.530	484174	46204	2396	63320601
GCA_047748215.1	109787	Trimeresurus trigonocephalus	Scaffold	SPAdes v. 2024	Illumina	2024-12-16T14:55:05.067	672123	636935	2395	2617
GCA_027575955.1	591258	Nemapteryx nenga	Scaffold	SPAdes v. 2021	Illumina	2021-05-14T12:47:41.590	514903	85657	2394	59348180
GCA_025727735.1	3363543	Bleekeriella leptaspis	Scaffold	SPAdes v. 2021	Illumina	2021-05-14T12:47:41.676	487413	48139	2384	63796583
GCA_038406115.1	236586	Haemulon aurolineatum	Scaffold	SPAdes v. 2024	Illumina	2024-03-27T18:19:04.147	728029	561560	2381	25405368
GCA_027576735.1	2364538	Chinchaysuyoa labiata	Scaffold	SPAdes v. 2022	Illumina	2021-12-20T12:50:10.740	512236	87802	2379	55967399
GCA_025727875.1	1620238	Circus maillardi	Scaffold	SPAdes v. 2022	Illumina	2022-03-11T14:24:31.520	518580	10749	2376	38829354
GCA_027576835.1	591268	Neoarius berneyi	Scaffold	SPAdes v. 2021	Illumina	2021-05-14T12:47:41.600	494901	40267	2376	66071832
GCA_032466415.1	345187	Forpus xanthopterygius	Scaffold	SPAdes v. 2023	Illumina	2023-05-16T10:01:35.343	507503	160638	2376	17747
GCA_046271105.1	1874852	Paracassina kounhiensis	Scaffold	SPAdes v. 2024	Illumina	2024-09-16T14:33:04.457	1357532	1299414	2357	2438
GCA_025448135.1	321120	Haliaeetus ichthyaetus	Scaffold	SPAdes v. 2022	Illumina	2022-03-11T14:24:31.630	589424	68955	2356	35885275
GCA_025399955.1	593565	Galeichthys feliceps	Scaffold	SPAdes v. 2021	Illumina	2021-05-14T12:47:41.430	477043	135283	2348	49888165
GCA_034782915.1	309844	Forpus coelestis	Scaffold	SPAdes v. 2023	Illumina	2023-08-19T11:42:03.403	513090	170905	2347	17854
GCA_027575605.1	287710	Sciades troschelii	Scaffold	SPAdes v. 2021	Illumina	2021-09-29T09:45:10.160	395768	28297	2341	53749354
GCA_027575995.1	591320	Hemiarius dioctes	Scaffold	SPAdes v. 2021	Illumina	2021-05-14T12:47:41.460	499986	48041	2335	63858964
GCA_027123565.1	348446	Phycis chesteri	Scaffold	SPAdes v. 2021	Illumina	2020-07-11T12:24:03.840	271719	164558	2329	13566767
GCA_027564185.1	390433	Cephalocassis borneensis	Scaffold	SPAdes v. 2021	Illumina	2021-05-14T12:47:41.306	518031	74790	2329	59684684
GCA_044474985.1	349400	Megascops trichopsis	Scaffold	SPAdes v. 2024	Illumina	2024-06-09T11:23:04.287	1612387	1295512	2324	23803954
GCA_027122555.1	183656	Urophycis chuss	Scaffold	SPAdes v. 2021	Illumina	2020-07-11T12:18:03.853	306339	196577	2299	12552015
GCA_027576555.1	591282	Plicofollis layardi	Scaffold	SPAdes v. 2021	Illumina	2021-05-14T12:47:41.790	502697	64290	2295	59670264
GCA_027576255.1	591334	Potamosilurus coatesi	Scaffold	SPAdes v. 2021	Illumina	2021-05-14T12:47:41.830	503651	48519	2283	63307472
GCA_027576375.1	591326	Genidens genidens	Scaffold	SPAdes v. 2021	Illumina	2021-09-17T21:04:04.733	529998	87844	2280	56778049
GCA_027576495.1	591335	Potamosilurus latirostris	Scaffold	SPAdes v. 2021	Illumina	2021-05-14T12:47:41.843	502790	46283	2274	63735278
GCA_044009215.1	317403	Triprion petasatus	Scaffold	SPAdes v. 2024	Illumina	2024-08-15T08:31:04.733	1658752	1631414	2263	2350
GCA_040967435.1	630726	Euclichthys polynemus	Scaffold	SPAdes v. 2024	Illumina	2021-09-03T13:19:19.193	305230	238616	2259	4793
GCA_046766375.1	320400	Scorpaenodes xyris	Scaffold	SPAdes v. 2024	Illumina	2024-08-04T10:42:06.133	622882	565332	2249	2793
GCA_034783195.1	60469	Agapornis taranta	Scaffold	SPAdes v. 2023	Illumina	2023-08-19T09:00:07.740	540236	189412	2242	17405
GCA_049176935.1	80949	Dascyllus aruanus	Scaffold	SPAdes v. 2025	Illumina	2025-01-30T09:59:03.937	1062460	843887	2241	32231224
GCA_044758605.1	1978144	Sclerophrys regularis	Scaffold	SPAdes v. 2024	Illumina	2024-08-15T08:31:04.453	1646403	1610655	2232	2318
GCA_046270905.1	1562990	Tepuihyla exophthalma	Scaffold	SPAdes v. 2024	Illumina	2024-11-08T12:25:03.787	802229	764439	2216	2312
GCA_031001785.1	232620	Psittacula himalayana	Scaffold	SPAdes v. 2023	Illumina	2022-12-24T15:12:22.606	518956	157882	2209	17999
GCA_028877455.1	243720	Bagre pinnimaculatus	Scaffold	SPAdes v. 2021	Illumina	2021-05-14T12:47:41.150	1196590	653198	2206	57915386
GCA_027576895.1	591286	Sciades mastersi	Scaffold	SPAdes v. 2021	Illumina	2021-05-14T12:47:41.903	557735	66254	2202	64081638
GCA_046269545.1	35046	Sclerophrys maculata	Scaffold	SPAdes v. 2024	Illumina	2024-09-08T11:48:04.490	811966	786199	2198	2260
GCA_029823135.1	1567455	Acanthurus reversus	Scaffold	SPAdes v. 2022	Illumina	2022-11-25T16:27:03.856	992214	766596	2195	5908
GCA_027575895.1	591311	Brustiarius solidus	Scaffold	SPAdes v. 2021	Illumina	2021-05-14T12:47:41.220	534278	53175	2191	63944787
GCA_027575145.1	8967	Gyps rueppelli	Scaffold	SPAdes v. 2022	Illumina	2021-10-16T12:02:04.110	415563	7078	2184	36507032
GCA_034783095.1	2797237	Forpus spengeli	Scaffold	SPAdes v. 2023	Illumina	2023-08-17T16:05:04.453	969197	605546	2176	12449
GCA_027576035.1	591332	Cinetodus crassilabris	Scaffold	SPAdes v. 2021	Illumina	2021-05-14T12:47:41.376	528252	51708	2172	63936587
GCA_046270565.1	1297020	Oligodon taeniolatus	Scaffold	SPAdes v. 2024	Illumina	2024-11-01T07:52:05.307	1522141	1477168	2167	2391
GCA_041295995.1	686570	Encrasicholina punctifer	Scaffold	SPAdes v. 2024	Illumina	2023-12-02T11:12:05.943	708722	547935	2159	21911252
GCA_029814605.1	2943267	Neoarius pectoralis	Scaffold	SPAdes v. 2022	Illumina	2022-11-02T17:20:04.703	460398	19194	2157	63216450
GCA_026122135.1	419327	Cathorops aguadulce	Scaffold	SPAdes v. 2021	Illumina	2021-05-08T17:01:13.586	522907	68179	2156	58718713
GCA_027576855.1	591305	Nemapteryx armiger	Scaffold	SPAdes v. 2021	Illumina	2021-05-08T18:20:05.473	588245	101041	2140	64420667
GCA_032353375.1	1265754	Forpus cyanopygius	Scaffold	SPAdes v. 2023	Illumina	2023-05-16T10:01:35.290	557295	169730	2139	17116
GCA_025403505.1	591336	Potamosilurus macrorhynchus	Scaffold	SPAdes v. 2022	Illumina	2021-05-14T12:47:41.856	564273	67906	2136	63763483
GCA_027576235.1	591309	Brustiarius nox	Scaffold	SPAdes v. 2021	Illumina	2021-05-14T12:47:41.166	539870	52592	2121	63891876
GCA_044008435.1	318396	Scinax staufferi	Scaffold	SPAdes v. 2024	Illumina	2024-08-15T08:31:04.680	1256342	1242484	2120	2153
GCA_027576675.1	435004	Plicofollis nella	Scaffold	SPAdes v. 2021	Illumina	2021-09-29T11:07:10.506	634290	165777	2119	59139592
GCA_046245075.1	8393	Phyllomedusa bicolor	Scaffold	SPAdes v. 2024	Illumina	2024-09-16T14:33:04.263	1351651	1282131	2104	2195
GCA_047713385.1	85071	Lamprotornis caudatus	Scaffold	SPAdes v. 2024	Illumina	2025-01-22T14:37:05.783	843799	334518	2091	21284390
GCA_028877415.1	419339	Sciades dowii	Scaffold	SPAdes v. 2021	Illumina	2021-09-17T19:12:05.270	609530	114314	2085	56939537
GCA_027576595.1	591337	Potamosilurus velutinus	Scaffold	SPAdes v. 2021	Illumina	2021-05-14T12:47:41.873	571635	58411	2081	64566064
GCA_025212355.1	287704	Notarius kessleri	Scaffold	SPAdes v. 2021	Illumina	2021-05-14T12:47:41.776	1238862	692780	2066	59202485
GCA_041221765.1	257819	Otus semitorques	Scaffold	SPAdes v. 2024	Illumina	2024-06-09T10:16:04.300	984984	323188	2055	46072247
GCA_027576075.1	419331	Cathorops hypophthalmus	Scaffold	SPAdes v. 2021	Illumina	2021-05-14T12:47:41.273	581578	114994	2052	58841666
GCA_046270745.1	192751	Osteocephalus oophagus	Scaffold	SPAdes v. 2024	Illumina	2024-11-08T11:11:03.733	1025462	962745	2043	2165
GCA_026546755.1	591328	Genidens planifrons	Scaffold	SPAdes v. 2021	Illumina	2021-05-14T12:47:41.443	1149448	528283	2042	59485779
GCA_027576095.1	591283	Plicofollis tonggol	Scaffold	SPAdes v. 2021	Illumina	2021-09-28T14:01:05.976	590354	99800	2028	58857062
GCA_046270805.1	424355	Scinax boesemani	Scaffold	SPAdes v. 2024	Illumina	2024-09-16T14:33:04.393	1113571	1056182	2021	2095
GCA_027575975.1	419332	Cathorops multiradiatus	Scaffold	SPAdes v. 2021	Illumina	2021-05-14T12:47:41.286	584204	109128	2020	59125954
GCA_047748055.1	1303088	Bycanistes fistulator	Scaffold	SPAdes v. 2024	Illumina	2024-10-25T08:28:04.967	583374	40565	2018	28175381
GCA_046270625.1	323603	Anolis sericeus	Scaffold	SPAdes v. 2024	Illumina	2024-10-31T15:00:10.980	2553637	2092547	2011	198132041
GCA_029783605.1	2943266	Neoarius paucus	Scaffold	SPAdes v. 2022	Illumina	2022-11-02T16:26:04.796	467390	18692	1992	62432569
GCA_046271045.1	2517376	Afrixalus enseticola	Scaffold	SPAdes v. 2024	Illumina	2024-09-16T14:33:04.467	1425214	1320299	1989	2109
GCA_046269505.1	151720	Coryphopterus urospilus	Scaffold	SPAdes v. 2024	Illumina	2024-08-04T10:42:06.047	684389	567026	1973	3508
GCA_032466695.1	345188	Forpus crassirostris	Scaffold	SPAdes v. 2023	Illumina	2023-05-16T10:01:35.277	537785	163963	1964	17580
GCA_025212315.1	2862888	Batrachocephalus mino	Scaffold	SPAdes v. 2021	Illumina	2021-10-08T14:52:04.370	620904	107270	1940	60139729
GCA_044335485.1	2202176	Coniophanes imperialis	Scaffold	SPAdes v. 2024	Illumina	2024-08-15T08:31:04.487	1805883	1763199	1940	2090
GCA_049176955.1	1933922	Encrasicholina pseudoheteroloba	Scaffold	SPAdes v. 2025	Illumina	2025-01-30T09:59:04.290	1123101	1083998	1928	2182
GCA_029814545.1	2943258	Apogonichthyoides opercularis	Scaffold	SPAdes v. 2022	Illumina	2022-11-02T15:16:04.696	579456	344688	1917	32798963
GCA_028877395.1	591291	Cathorops festae	Scaffold	SPAdes v. 2021	Illumina	2021-05-14T12:47:41.260	670454	193178	1906	58376247
GCA_034781195.1	321106	Circaetus spectabilis	Scaffold	SPAdes v. 2023	Illumina	2023-08-17T10:31:04.047	609037	21364	1891	31411297
GCA_034640395.1	54776	Spinus spinescens	Scaffold	SPAdes v. 2023	Illumina	2023-05-31T09:12:45.243	490122	21777	1873	34999758
GCA_027123055.1	79698	Merluccius bilinearis	Scaffold	SPAdes v. 2021	Illumina	2020-07-11T11:33:04.460	327525	237341	1848	7602289
GCA_041442495.1	3150064	Leptoptilos crumenifer	Scaffold	SPAdes v. 2024	Illumina	2024-06-09T13:54:24.596	1914238	1011253	1837	29329616
GCA_028583085.1	443678	Neoarius midgleyi	Scaffold	SPAdes v. 2021	Illumina	2021-05-14T12:47:41.690	669115	59642	1825	67480094
GCA_042902855.1	678571	Loriculus philippensis	Scaffold	SPAdes v. 2024	Illumina	2024-03-17T16:40:03.943	1171379	633305	1814	15618
GCA_027576325.1	381290	Sciades assimilis	Scaffold	SPAdes v. 2021	Illumina	2021-09-28T10:38:05.410	623654	137292	1812	57242435
GCA_046271025.1	3148144	Geophis sartorii	Scaffold	SPAdes v. 2024	Illumina	2024-11-08T12:28:07.080	1572545	1518858	1797	1950
GCA_034782555.1	321111	Lophaetus occipitalis	Scaffold	SPAdes v. 2023	Illumina	2023-08-17T10:44:03.757	672139	42721	1790	22238056
GCA_031762455.1	2797240	Myiopsitta luchsi	Scaffold	SPAdes v. 2023	Illumina	2023-03-28T19:55:03.873	593633	175549	1734	17216
GCA_034782935.1	381026	Micropsitta keiensis	Scaffold	SPAdes v. 2023	Illumina	2023-08-19T11:45:04.437	577207	177924	1734	17549
GCA_028877435.1	419329	Cathorops dasycephalus	Scaffold	SPAdes v. 2021	Illumina	2021-05-08T17:02:05.053	637074	127056	1730	57098493
GCA_038381815.1	178882	Anodorhynchus leari	Scaffold	SPAdes v. 2024	Illumina	2024-03-20T14:41:03.860	990070	366563	1710	17280
GCA_047404635.1	1133663	Anomaloglossus kaiei	Scaffold	SPAdes v. 2024	Illumina	2024-09-08T11:48:04.360	1268483	1207611	1704	1763
GCA_027123015.1	630692	Urophycis regia	Scaffold	SPAdes v. 2021	Illumina	2020-07-11T12:34:04.483	360358	255274	1703	11092243
GCA_040966375.1	315430	Lorius hypoinochrous	Scaffold	SPAdes v. 2024	Illumina	2024-03-20T14:16:03.530	1243815	721359	1700	14721
GCA_030264415.1	96887	Sardinella fimbriata	Scaffold	SPAdes v. 2023	Illumina	2023-04-04T10:16:05.133	544078	416380	1695	4083
GCA_044758485.1	1133662	Adenomera lutzi	Scaffold	SPAdes v. 2024	Illumina	2024-09-08T11:48:04.323	1943165	1911485	1689	1730
GCA_030265165.1	311888	Pyrrhura pfrimeri	Scaffold	SPAdes v. 2023	Illumina	2022-02-02T08:15:05.970	584174	173092	1682	17804
GCA_025399975.1	591255	Arius gagora	Scaffold	SPAdes v. 2021	Illumina	2021-10-08T14:35:04.086	759465	169179	1657	60397186
