Accession	tTax_ID	Submission_Date	Number_Contigs	Contig_N50	Contig_N90	Number_Scaffolds	Scaffold_N50	Scaffold_N90	Assembly_Size	Percentage_masked	Species_name	Super_class	Class	Infra_class	Sub_class	Super_order	Order	Sequencing_type
GCA_904848185.1	8177	2020-10-12	214	14880455	1697048	65	30717905	24488360	685127588	22.20	Acanthopagrus latus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Spariformes	PacBio CLR
GCA_910591455.2	56726	2021-11-18	519	3519450	568943	101	25364761	20225815	588696950	23.93	Pholis gunnellus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	PacBio HiFi
GCA_028022725.1	1772091	2023-01-31	475	4715471	729229	109	27720618	21007521	646369862	29.06	Lycodopsis pacificus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	PacBio HiFi
GCA_949748355.1	1091424	2023-04-08	1123	1934223	343307	534	27978033	19463935	661975483	32.35	Melanostigma gelatinosum	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	PacBio HiFi
GCA_949606895.1	101497	2023-04-08	5100	383412	100983	943	89684120	60281083	1042906029	44.01	Notothenia rossii	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	PacBio HiFi
GCA_963514095.1	426098	2023-09-29	872	2351664	480431	319	29198404	20162171	680483561	29.24	Eutrigla gurnardus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	PacBio HiFi
GCA_017976325.1	109905	2021-04-15	89	16959746	3746531	29	27778429	23181324	644208416	20.90	Chelmon rostratus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Chaetodontiformes	PacBio CLR
GCA_039877785.1	109706	2024-05-29	86	21327470	6295342	37	29139200	22242857	662505520	22.60	Chaetodon trifascialis	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Chaetodontiformes	PacBio HiFi
GCA_900880675.2	8175	2021-04-24	1226	2862625	305757	176	35791275	28386240	833595063	24.97	Sparus aurata	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Spariformes	PacBio CLR
GCA_013358685.1	882753	2020-06-18	374	10114706	1012310	155	22928215	15977288	549949511	28.86	Antennarius maculatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Lophiiformes	PacBio CLR
GCA_901000725.3	31033	2021-04-24	530	3136617	272769	128	16705553	12913240	384126663	20.29	Takifugu rubripes	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Tetraodontiformes	PacBio CLR
GCA_042242105.1	3127111	2024-09-25	528	12920725	2745639	441	27715216	20495026	646252061	23.74	Pempheris klunzingeri	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Acropomatiformes	PacBio HiFi
GCA_902148855.1	375764	2019-07-03	2184	2360121	227562	340	57165184	47724062	1342662642	47.71	Sphaeramia orbicularis	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Kurtiformes	PacBio CLR
GCA_900634775.2	441366	2020-07-31	1602	1838341	307084	442	38978045	25951273	937169869	42.59	Gouania willdenowi	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Blenniiformes	PacBio CLR
GCA_963691815.1	94984	2023-12-07	739	2579157	613465	133	33039917	26170003	800398249	32.33	Echiichthys vipera	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	PacBio HiFi
GCA_009769545.1	8103	2019-12-23	396	4950682	842316	49	23863342	16667136	572902877	27.42	Cyclopterus lumpus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	PacBio CLR
GCA_015220745.1	72105	2020-11-03	354	11445908	2907853	139	34912176	27312080	800921631	35.33	Sebastes umbrosus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	PacBio CLR
GCA_043250625.1	394691	2024-10-17	674	7769413	1261715	203	36314571	27207545	833835073	36.00	Sebastes fasciatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	PacBio HiFi
GCA_910589615.1	61643	2021-07-07	269	13037006	1093877	27	29138660	22724154	615153901	27.49	Taurulus bubalis	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	PacBio HiFi
GCA_949316345.1	134920	2023-04-08	913	1362288	266113	175	21005440	16732017	480450674	27.69	Pungitius pungitius	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	PacBio HiFi
GCA_035084275.1	7873	2024-01-05	2484	1059761	173370	532	42627691	7122021	1003172678	42.55	Hydrolagus colliei		Chondrichthyes		Holocephali		Chimaeriformes	PacBio HiFi
GCA_036365525.1	7792	2024-02-06	5088	3418954	699970	2307	90140832	2077457	6013065386	68.64	Heterodontus francisci		Chondrichthyes	Selachii	Elasmobranchii	Heterodontoidea	Heterodontiformes	PacBio HiFi
GCA_020745735.1	170820	2021-11-05	5679	8845575	220415	1963	83580160	3070718	3983483121	44.07	Hemiscyllium ocellatum		Chondrichthyes	Selachii	Elasmobranchii	Galeoidea	Orectolobiformes	PacBio CLR
GCA_030684315.1	3053191	2023-08-08	1994	6162596	939944	835	79021053	16791993	3198515386	42.12	Stegostoma tigrinum		Chondrichthyes	Selachii	Elasmobranchii	Galeoidea	Orectolobiformes	PacBio HiFi
GCA_017639515.1	13397	2021-03-30	3364	6544962	585221	719	169918123	33130580	4286311192	51.80	Carcharodon carcharias		Chondrichthyes	Selachii	Elasmobranchii	Galeoidea	Lamniformes	PacBio CLR
GCA_964194155.1	57982	2024-06-28	7866	1961965	302312	5088	126028485	808583	3993866540	50.52	Cetorhinus maximus		Chondrichthyes	Selachii	Elasmobranchii	Galeoidea	Lamniformes	PacBio HiFi
GCA_902713615.2	7830	2021-01-28	7791	1855773	254691	645	198790641	98274498	4220389930	51.42	Scyliorhinus canicula		Chondrichthyes	Selachii	Elasmobranchii	Galeoidea	Carcharhiniformes	PacBio CLR
GCA_964213995.1	112232	2024-08-22	8904	1197343	218505	5314	109010392	499110	3679792345	54.26	Mustelus asterias		Chondrichthyes	Selachii	Elasmobranchii	Galeoidea	Carcharhiniformes	PacBio HiFi
GCA_035084215.1	212740	2024-01-05	3714	4905566	460839	1880	66821466	3078985	3249935392	56.69	Heptranchias perlo		Chondrichthyes	Selachii	Elasmobranchii		Hexanchiformes	PacBio HiFi
GCA_036971175.1	1343680	2024-03-06	1952	5005593	838877	445	258892457	87817191	3110263114	51.84	Narcine bancroftii		Chondrichthyes		Elasmobranchii	Batoidea	Torpediniformes	PacBio HiFi
GCA_010909765.2	386614	2020-02-21	4711	1419197	221657	958	62052929	18403737	2558801738	55.84	Amblyraja radiata		Chondrichthyes		Elasmobranchii	Batoidea	Rajiformes	missing
GCA_963514005.1	223862	2023-09-28	3916	2048057	381198	1647	68366687	26303439	2700467673	58.12	Raja brachyura		Chondrichthyes		Elasmobranchii	Batoidea	Rajiformes	PacBio HiFi
GCA_009764475.2	685728	2019-12-19	871	17009522	2113481	173	101699621	27530392	2267857790	38.01	Pristis pectinata		Chondrichthyes		Elasmobranchii	Batoidea	Rhinopristiformes	PacBio CLR
GCA_030144855.1	79690	2023-06-05	4638	4266932	448615	2990	112262883	803000	4044886845	51.22	Hypanus sabinus		Chondrichthyes		Elasmobranchii	Batoidea	Myliobatiformes	PacBio HiFi
GCA_030028105.1	1983395	2023-05-22	6525	7300797	306626	4715	148671352	31251123	4014635230	53.98	Mobula birostris		Chondrichthyes		Elasmobranchii	Batoidea	Myliobatiformes	PacBio HiFi
GCA_037176945.1	7897	2024-03-18	352	42076942	8217387	198	188107785	34274620	2947625464	48.43	Latimeria chalumnae	Sarcopterygii					Coelacanthiformes	PacBio HiFi
GCA_040939525.1	7888	2024-08-01	31563	3414998	682127	7125	1950821829	832029276	40524173670	55.06	Protopterus annectens	Sarcopterygii			Dipnomorpha	Ceratodontae	Ceratodontiformes	missing
GCA_964187855.1	7769	2024-06-18	8416	739991	166448	4004	192170830	230643	3057523704	73.26	Myxine glutinosa		Myxini				Myxiniformes	PacBio HiFi
GCA_010993605.1	7757	2020-02-24	2363	2540784	200289	1433	12997950	447903	1089034212	49.71	Petromyzon marinus		Hyperoartia				Petromyzontiformes	PacBio CLR
GCA_964198595.1	7748	2024-07-13	3292	1289502	133982	1497	13159252	5769936	1042475189	49.52	Lampetra fluviatilis		Hyperoartia				Petromyzontiformes	PacBio HiFi
GCA_019207075.1	2700040	2021-07-13	187	8162029	1624009	79	19726665	14490686	405532174	14.80	Branchiostoma floridae x Branchiostoma belcheri		Leptocardii				Amphioxiformes	missing
GCA_015852565.1	2700039	2020-12-09	509	6372543	1445338	341	24617471	19482894	490782628	13.54	Branchiostoma floridae x Branchiostoma japonicum		Leptocardii				Amphioxiformes	missing
GCA_035083965.1	7740	2024-01-05	137	11195901	2258628	34	22634557	16774291	458287516	26.28	Branchiostoma lanceolatum		Leptocardii				Amphioxiformes	PacBio HiFi
GCA_902459465.3	7604	2020-02-12	622	1383654	390850	151	20558067	12664855	417618158	36.78	Asterias rubens	Asterozoa	Asteroidea			Forcipulatacea	Forcipulatida	PacBio CLR
GCA_040954625.1	3154068	2024-08-01	331	2398331	511351	77	12951069	11419492	328607491	28.96	Saccoglossus sp. HW-2024a		Enteropneusta					PacBio HiFi
GCA_918807975.1	2771288	2021-11-19	80	14915238	4797401	27	34009763	22221527	605507883	42.04	Aplidium turbinatum		Ascidiacea				Aplousobranchia	PacBio HiFi
GCA_963082875.1	431183	2023-08-09	349	5034709	764025	105	20551778	12493329	129324498	49.75	Corella eumyota		Ascidiacea				Phlebobranchia	PacBio HiFi
GCA_947623445.1	159417	2022-12-19	161	8263119	2619261	103	25070715	19509797	210089204	32.92	Clavelina lepadiformis		Ascidiacea				Aplousobranchia	PacBio HiFi
GCA_963924565.1	201961	2024-01-29	468	6569131	1394728	75	34997643	26590166	308571401	34.55	Ascidiella aspersa		Ascidiacea				Phlebobranchia	PacBio HiFi
GCA_964204865.1	7725	2024-07-27	423	17108000	2957182	389	23815600	20054287	377969001	35.04	Styela clava		Ascidiacea				Stolidobranchia	PacBio HiFi
GCA_947561715.1	38561	2022-12-11	128	11890000	2934525	96	21171019	15452589	196975169	25.83	Ascidia mentula		Ascidiacea				Phlebobranchia	PacBio HiFi
