Accession	Complete_compleasm	Single_compleasm	Duplicated_compleasm	Fragmented_compleasm	Missing_compleasm	Frameshift_compleasm	Tax_ID	Submission_Date	Species_name	Super_class	Class	Infra_class	Sub_class	Super_order	Order	Sequencing_type	Submitter
GCA_916701505.1	2955	2942	13	308	82	128	394702	2021-10-09	Sebastes polyspinis	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	missing	UNIVERSITY OF CALIFORNIA AT BERKELEY
GCA_916701495.1	2923	2904	19	340	84	111	394703	2021-10-07	Sebastes proriger	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	missing	UNIVERSITY OF CALIFORNIA AT BERKELEY
GCA_916701435.1	3098	3084	14	205	50	125	72095	2021-11-13	Sebastes rastrelliger	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	missing	UNIVERSITY OF CALIFORNIA AT BERKELEY
GCA_916701525.1	3145	3131	14	162	40	110	394704	2021-11-13	Sebastes reedi	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	missing	UNIVERSITY OF CALIFORNIA AT BERKELEY
GCA_916701555.1	3302	2692	610	10	42	122	72096	2021-11-13	Sebastes rosaceus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	missing	UNIVERSITY OF CALIFORNIA AT BERKELEY
GCA_916701545.1	3019	3005	14	268	65	122	72097	2021-11-13	Sebastes rosenblatti	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	missing	UNIVERSITY OF CALIFORNIA AT BERKELEY
GCA_916701515.1	2790	2777	13	454	101	105	72098	2021-10-09	Sebastes ruberrimus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	missing	UNIVERSITY OF CALIFORNIA AT BERKELEY
GCA_916701605.1	3092	3081	11	211	46	117	72099	2021-11-13	Sebastes rubrivinctus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	missing	UNIVERSITY OF CALIFORNIA AT BERKELEY
GCA_916701375.1	3033	3017	16	257	60	108	72101	2021-11-13	Sebastes saxicola	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	missing	UNIVERSITY OF CALIFORNIA AT BERKELEY
GCA_014673565.1	3298	3228	70	19	37	199	214486	2020-09-21	Sebastes schlegelii	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	missing	Qingdao Agricultural University
GCA_916701475.1	3073	3060	13	211	64	116	173978	2021-10-06	Sebastes scythropus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	missing	UNIVERSITY OF CALIFORNIA AT BERKELEY
GCA_916701385.1	3087	3073	14	209	55	126	320568	2021-11-13	Sebastes semicinctus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	missing	UNIVERSITY OF CALIFORNIA AT BERKELEY
GCA_916701455.1	3018	3006	12	261	70	114	201707	2021-11-13	Sebastes serriceps	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	missing	UNIVERSITY OF CALIFORNIA AT BERKELEY
GCA_916701425.1	2715	2697	18	514	119	122	201708	2021-10-09	Sebastes steindachneri	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	missing	UNIVERSITY OF CALIFORNIA AT BERKELEY
GCA_916701585.1	2885	2873	12	382	85	130	201709	2021-10-09	Sebastes taczanowskii	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	missing	UNIVERSITY OF CALIFORNIA AT BERKELEY
GCA_916701625.1	3044	3032	12	250	59	106	105747	2021-11-13	Sebastes thompsoni	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	missing	UNIVERSITY OF CALIFORNIA AT BERKELEY
GCA_916701465.1	2952	2937	15	317	76	124	214487	2021-11-13	Sebastes trivittatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	missing	UNIVERSITY OF CALIFORNIA AT BERKELEY
GCF_015220745.1	3312	3292	20	8	34	154	72105	2020-11-03	Sebastes umbrosus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	PacBio CLR	Vertebrate Genomes Project
GCA_916701445.1	3058	3039	19	230	58	117	394707	2021-11-13	Sebastes variabilis	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	missing	UNIVERSITY OF CALIFORNIA AT BERKELEY
GCA_916701405.1	2863	2851	12	395	89	119	72106	2021-10-09	Sebastes variegatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	missing	UNIVERSITY OF CALIFORNIA AT BERKELEY
GCA_916701615.1	1316	1296	20	801	1231	64	201710	2021-11-13	Sebastes vulpes	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	missing	UNIVERSITY OF CALIFORNIA AT BERKELEY
GCA_916701595.1	3038	3022	16	249	65	117	72107	2021-11-13	Sebastes wilsoni	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	missing	UNIVERSITY OF CALIFORNIA AT BERKELEY
GCA_916701415.1	2906	2886	20	359	82	118	72108	2021-10-09	Sebastes zacentrus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	missing	UNIVERSITY OF CALIFORNIA AT BERKELEY
GCA_916701635.1	2500	2482	18	652	186	101	214489	2021-10-09	Sebastes zonatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	missing	UNIVERSITY OF CALIFORNIA AT BERKELEY
GCA_916701655.1	2950	2935	15	317	84	125	72109	2021-10-09	Sebastiscus albofasciatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	missing	UNIVERSITY OF CALIFORNIA AT BERKELEY
GCA_916701665.1	2950	2938	12	332	70	127	1472224	2021-11-13	Sebastiscus tertius	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	missing	UNIVERSITY OF CALIFORNIA AT BERKELEY
GCA_916701645.2	3330	3319	11	12	12	121	72110	2022-09-15	Sebastolobus alascanus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	missing	UNIVERSITY OF CALIFORNIA AT BERKELEY
GCA_916701675.1	2921	2891	30	355	77	114	8110	2021-10-09	Sebastolobus altivelis	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	missing	UNIVERSITY OF CALIFORNIA AT BERKELEY
GCA_900303245.1	2754	2740	14	390	206	165	179366	2018-03-19	Selene dorsalis	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Carangiformes	missing	CEES
GCA_034552555.1	2694	2657	37	480	173	153	642563	2023-12-26	Semaprochilodus insignis	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Characiformes	missing	BGI Research
GCF_022749685.1	3351	3345	6	1	2	99	241346	2022-03-29	Semicossyphus pulcher	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Labriformes	PacBio HiFi	UCLA
GCA_031834385.1	3339	3285	54	4	11	102	67558	2023-09-21	Semotilus atromaculatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	PacBio HiFi	University of Guelph
GCF_021018895.1	3334	3326	8	3	17	124	2871759	2021-12-02	Seriola aureovittata	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Carangiformes	missing	Yellow Sea Fisheries Research Institute
GCF_002260705.1	3352	3344	8	2	0	124	41447	2017-08-03	Seriola dumerili	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Carangiformes	PacBio RSII	Genomic breeding group, Research Center for Aquatic Breeding, National Research Institute of aquaculture, FRA
GCF_002814215.2	3322	3296	26	23	8	146	1841481	2017-12-08	Seriola lalandi dorsalis	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Carangiformes	Illumina	Iowa State University
GCA_002217815.1	3312	3299	13	18	24	266	8161	2017-07-05	Seriola quinqueradiata	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Carangiformes	PacBio RSII	Natinal Research Insititute of Aquaculture, FRA
GCA_002994505.1	3292	3279	13	14	48	113	173321	2018-03-12	Seriola rivoliana	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Carangiformes	Illumina	Iowa State University
GCA_015106695.1	2552	2547	5	643	145	121	311509	2020-10-29	Serranochromis macrocephalus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	Illumina	CICHLID~X
GCA_903364295.1	3238	3225	13	78	38	233	94953	2020-06-05	Serranus cabrilla	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	missing	UMR5175
GCA_030347295.1	3172	3115	57	16	166	167	762045	2023-06-27	Setipinna tenuifilis	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Clupeiformes	PacBio CLR	Zhejiang Ocean University
GCA_015103775.1	2530	2524	6	667	149	192	3363751	2020-10-29	Shuja horei	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	Illumina	CICHLID~X
GCA_041146955.1	3346	3285	61	2	6	183	75042	2024-08-12	Siganus canaliculatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii			Oxford Nanopore	Southern Marine Science and Engineering Guangdong Laboratory (Zhuhai)
GCA_042847805.1	3344	3335	9	2	8	184	225757	2024-07-10	Siganus fuscescens	Actinopterygii	Actinopteri	Teleostei	Neopterygii			Oxford Nanopore	Laboratory of Genome Science Graduate School of Marine Science and Technology, Tokyo University of Marine Science and Technology
GCA_946808225.1	3305	3289	16	13	36	114	933932	2022-09-15	Silurus aristotelis	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Siluriformes	PacBio HiFi	WELLCOME SANGER INSTITUTE
GCA_024362625.1	3267	3248	19	45	38	142	30991	2022-06-10	Silurus asotus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Siluriformes	Illumina	Southwest University
GCA_014706435.1	2956	2937	19	274	122	170	94993	2020-10-02	Silurus glanis	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Siluriformes	Illumina	University of Turku
GCA_039877035.1	3247	3212	35	26	80	137	395014	2024-05-28	Silurus lanzhouensis	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Siluriformes	MGI	Ningxia Fisheries Research Institute
GCF_014805685.1	3276	3259	17	6	72	226	175797	2020-10-02	Silurus meridionalis	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Siluriformes	Oxford Nanopore	Southwest University
GCF_900408965.1	3326	3289	37	10	18	140	43689	2018-06-18	Simochromis diagramma	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	missing	SC
GCA_031762415.1	2956	2949	7	292	103	270	941689	2023-09-20	Simpsonichthys santanae	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Cyprinodontiformes	Illumina	Iridian Genomes
GCA_040182825.1	3347	3334	13	2	5	104	2202366	2024-06-14	Sinibrama wui	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	PacBio HiFi	Nanchang University
GCF_020085105.1	3325	3314	11	4	25	130	119488	2021-09-24	Siniperca chuatsi	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Centrarchiformes	Oxford Nanopore	Chinese Academy of Sciences
GCA_011952075.1	3327	3317	10	18	9	114	214812	2020-04-09	Siniperca knerii	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Centrarchiformes	Illumina	IGB Leibniz-Institute of Freshwater Ecology and Inland Fisheries
GCA_029911005.1	3193	3169	24	110	49	158	358390	2023-05-01	Siniperca obscura	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Centrarchiformes	Illumina	Shanghai Ocean University
GCA_027580175.1	3348	3337	11	3	3	194	228252	2023-01-09	Siniperca scherzeri	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Centrarchiformes	Oxford Nanopore	Sun Yat-sen University
GCA_029910985.1	3219	3196	23	103	32	146	358388	2023-05-01	Siniperca undulata	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Centrarchiformes	Illumina	Shanghai Ocean University
GCA_018155175.1	3306	1940	1366	25	23	457	307955	2021-04-28	Sinocyclocheilus anophthalmus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	missing	BGI Academy of Marine Sciences
GCF_001515605.1	3319	1532	1787	22	13	261	1608454	2015-12-14	Sinocyclocheilus anshuiensis	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	Illumina	BGI, Shenzhen
GCF_001515645.1	3232	2082	1150	94	28	283	75366	2015-12-16	Sinocyclocheilus grahami	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	Illumina	BGI, Shenzhen
GCA_018148995.1	3326	1460	1866	14	14	189	307951	2021-04-28	Sinocyclocheilus maitianheensis	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	Illumina	BGI Academy of Marine Sciences
GCF_001515625.1	3308	1708	1600	30	16	254	307959	2015-12-14	Sinocyclocheilus rhinocerous	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	Illumina	BGI, Shenzhen
GCA_029814505.1	2718	2711	7	404	227	368	1431494	2023-04-18	Siphamia roseigaster	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Kurtiformes	Illumina	Iridian Genomes
GCA_020466265.1	3344	3070	274	5	5	118	1536898	2021-10-15	Siphamia tubifer	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Kurtiformes	PacBio HiFi	California Academy of Sciences
GCA_042767315.1	3336	3317	19	3	15	101	71773	2024-10-08	Siphateles bicolor	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	PacBio HiFi	UCLA
GCA_026260075.1	2192	2184	8	817	334	197	385310	2022-11-21	Sisor rabdophorus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Siluriformes	Illumina	Iridian Genomes
GCF_019176455.1	3322	3242	80	19	13	122	28829	2021-07-09	Solea senegalensis	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Pleuronectiformes	Oxford Nanopore	IFAPA
GCF_958295425.1	3342	3329	13	5	7	135	90069	2023-07-06	Solea solea	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Pleuronectiformes	PacBio HiFi	WELLCOME SANGER INSTITUTE
GCA_030272975.1	3165	3153	12	159	27	118	119750	2023-06-13	Sparidentex hasta	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Spariformes	missing	Kuwait Institute for Scientific Research (KISR)
GCF_900880675.1	3330	3305	25	8	16	134	8175	2019-07-30	Sparus aurata	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Spariformes	PacBio CLR	SC
GCA_900880675.2	3330	3305	25	8	16	134	8175	2021-04-24	Sparus aurata	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Spariformes	PacBio CLR	Wellcome Sanger Institute
GCA_015108895.1	2488	2481	7	670	184	160	52956	2020-10-29	Spathodus erythrodon	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	Illumina	CICHLID~X
GCA_015110135.1	2599	2595	4	601	147	139	52957	2020-10-29	Spathodus marlieri	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	Illumina	CICHLID~X
GCA_025447795.1	1908	1900	8	1067	360	93	940468	2022-09-27	Speoplatyrhinus poulsoni	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Percopsiformes	Illumina	Iridian Genomes
GCF_902148855.1	3332	3226	106	12	10	223	375764	2019-07-03	Sphaeramia orbicularis	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Kurtiformes	PacBio CLR	SC
GCA_039654775.1	3346	810	2536	2	6	185	221414	2024-05-17	Spinibarbus caldwelli	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	PacBio HiFi	Xiamen University
GCA_900302685.1	2733	2726	7	489	119	136	50595	2018-03-21	Spondyliosoma cantharus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Spariformes	missing	CEES
GCA_963457725.1	3326	3301	25	10	18	106	196075	2023-09-20	Sprattus sprattus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Clupeiformes	PacBio HiFi	WELLCOME SANGER INSTITUTE
GCA_040359625.1	3332	3317	15	7	15	150	75372	2024-06-28	Squaliobarbus curriculus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	missing	Qingdao Agricultural University
GCA_029874215.1	1067	1061	6	1473	754	59	70739	2023-04-26	Squalius alburnoides	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	Illumina	Faculty of Sciences from the University of Lisbon
GCA_029875075.1	1044	1040	4	1510	743	54	273620	2023-04-26	Squalius carolitertii	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	Illumina	Faculty of Sciences from the University of Lisbon
GCA_022829025.1	3298	3265	33	0	56	98	8284	2022-04-08	Squalius cephalus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	PacBio HiFi	The Max Planck Institute of Molecular Cell Biology and Genetics
GCA_029874195.1	1255	1245	10	1428	635	84	263744	2023-04-26	Squalius pyrenaicus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	Illumina	Faculty of Sciences from the University of Lisbon
GCA_029875095.1	908	901	7	1585	819	54	2996122	2023-04-26	Squalius sp. SCEF-FRISK3481	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	Illumina	Faculty of Sciences from the University of Lisbon
GCA_030220085.1	1382	1370	12	1378	550	61	758553	2023-06-07	Squalius squalus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	Illumina	Faculty of Sciences from the University of Lisbon
GCA_015108535.1	2411	2405	6	741	183	148	2591301	2020-10-29	Steatocranus sp. ultraslender' AB-2019	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	Illumina	CICHLID~X
GCF_000690725.1	3307	3257	50	37	10	151	144197	2014-05-13	Stegastes partitus	Actinopterygii	Actinopteri	Teleostei	Neopterygii			Illumina	Aquatic Genome Models
GCA_024331685.1	3269	3142	127	53	31	119	2023049	2022-07-20	Stegophilus panzeri	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Siluriformes	Illumina	Iridian Genomes
GCA_028565775.1	3215	3208	7	95	43	171	2506765	2023-02-09	Sternarchorhynchus goeldii	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Gymnotiformes	Illumina	IRIDIAN GENOMES
GCA_015708495.1	2685	2677	8	531	131	237	143659	2020-12-01	Stomatepia pindu	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	Illumina	CICHLID~X
GCA_019775895.2	3306	3235	71	31	16	147	112284	2022-09-26	Stomatorhinus ivindoensis	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Osteoglossiformes	Illumina	IRIDIAN GENOMES
GCA_026784285.1	3298	3227	71	37	19	141	112160	2022-12-09	Stomatorhinus walkeri	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Osteoglossiformes	Illumina	IRIDIAN GENOMES
GCA_900312615.1	1083	1073	10	1281	959	74	409996	2018-03-20	Stylephorus chordatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Stylephoriformes	missing	CEES
GCA_947650265.1	3278	3268	10	30	46	164	171736	2022-12-21	Symphodus melops	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Labriformes	PacBio HiFi	WELLCOME SANGER INSTITUTE
GCA_041228455.1	3301	3267	34	14	39	169	1266882	2024-08-13	Symphurus diomedeanus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Pleuronectiformes	PacBio HiFi	Canadas national platform for genome sequencing and analysis
GCA_029721515.1	3317	3306	11	4	33	122	51996	2023-04-18	Synanceia verrucosa	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	Oxford Nanopore	BGI-SZ
GCA_029718625.1	3258	3088	170	36	60	398	118154	2023-04-14	Synaphobranchus kaupii	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Anguilliformes	PacBio HiFi	GenoFish
GCA_044231675.1	3308	3291	17	14	32	274	586865	2024-11-04	Synchiropus picturatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Syngnathiformes	PacBio HiFi	University of Copenhagen
GCF_027744825.2	3297	3209	88	8	49	252	270530	2023-01-13	Synchiropus splendidus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Syngnathiformes	PacBio HiFi	University of Idaho at Moscow
GCF_019802595.1	3291	3279	12	16	47	220	300417	2021-09-09	Syngnathoides biaculeatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Syngnathiformes	PacBio CLR	South China Sea Institute of Oceanology, Chinese Academy of Sciences
GCF_901709675.1	3297	3270	27	13	44	281	161584	2020-07-31	Syngnathus acus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Syngnathiformes	PacBio CLR	SC
GCA_010014945.2	2963	2771	192	286	101	438	161585	2022-11-14	Syngnathus floridae	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Syngnathiformes	Illumina	IRIDIAN GENOMES
GCA_901007895.1	3086	3077	9	160	105	300	161589	2020-04-15	Syngnathus rostellatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Syngnathiformes	missing	CEES
GCF_024217435.2	3295	3277	18	17	42	254	161590	2022-10-17	Syngnathus scovelli	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Syngnathiformes	PacBio HiFi	University of Idaho at Moscow
GCF_033458585.1	3287	3232	55	14	53	270	161592	2023-11-13	Syngnathus typhle	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Syngnathiformes	PacBio HiFi	University of Idaho at Moscow
GCA_025674565.1	3070	3059	11	202	80	199	566409	2022-10-12	Synodontis membranacea	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Siluriformes	Illumina	Iridian Genomes
GCF_022655615.1	3318	3296	22	5	31	101	1234273	2022-03-21	Tachysurus fulvidraco	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Siluriformes	PacBio RSII	Huazhong Agricultural University
GCA_040256215.1	3324	3298	26	3	27	191	1828414	2024-06-20	Tachysurus ussuriensis	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Siluriformes	Oxford Nanopore	Perl River Fisheries Research Institute, Chinese Academy of Fishery Sciences
GCF_030014155.1	3320	3300	20	2	32	107	175792	2023-05-16	Tachysurus vachellii	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Siluriformes	missing	Huazhong Agricultural University
GCA_029959045.1	3332	3324	8	10	12	157	3041818	2023-05-10	Taenioides sp. WSHXM2023	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Gobiiformes	PacBio CLR	Zhejiang Ocean University
GCA_004026145.2	3248	3044	204	26	80	681	433685	2019-06-21	Takifugu bimaculatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Tetraodontiformes	PacBio CLR	College of Ocean and Earth Sciences, Xiamen University
GCF_003711565.1	3300	3280	20	13	41	265	433684	2019-08-16	Takifugu flavidus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Tetraodontiformes	PacBio CLR	Frasergen bioinfomatics
GCA_027382335.1	3322	3301	21	10	22	214	433686	2022-12-27	Takifugu ocellatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Tetraodontiformes	PacBio HiFi	Xiamen University
GCF_901000725.2	3297	3168	129	15	42	240	31033	2019-06-05	Takifugu rubripes	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Tetraodontiformes	PacBio CLR	SC
GCA_901000725.3	3297	3168	129	15	42	240	31033	2021-04-24	Takifugu rubripes	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Tetraodontiformes	PacBio CLR	Wellcome Sanger Institute
GCA_039654325.1	3228	3213	15	79	46	152	512777	2024-05-16	Tandanus tandanus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Siluriformes	Illumina	Iridian Genomes
GCA_015113095.1	2562	2551	11	635	142	163	1811344	2020-10-29	Tangachromis dhanisi	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	Illumina	CICHLID~X
GCA_015110155.1	2537	2527	10	646	156	160	27763	2020-10-29	Tanganicodus irsacae	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	Illumina	CICHLID~X
GCA_910589615.1	3337	3325	12	8	9	152	61643	2021-07-07	Taurulus bubalis	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	PacBio HiFi	WELLCOME SANGER INSTITUTE
GCA_020745685.1	3340	3329	11	5	9	167	34787	2021-11-05	Tautogolabrus adspersus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Labriformes	PacBio CLR	Vertebrate Genomes Project
GCA_933228915.1	3318	3309	9	20	16	137	446457	2022-03-23	Telmatherina bonti	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Atheriniformes	PacBio HiFi	WELLCOME SANGER INSTITUTE
GCA_015111975.1	2497	2488	9	661	175	121	34809	2020-10-29	Telmatochromis bifrenatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	Illumina	CICHLID~X
GCA_015107635.1	2437	2424	13	724	178	139	431670	2020-10-29	Telmatochromis brachygnathus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	Illumina	CICHLID~X
GCA_015108855.1	2446	2429	17	700	189	200	449328	2020-10-29	Telmatochromis brichardi	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	Illumina	CICHLID~X
GCA_015111745.1	2383	2378	5	764	195	137	272717	2020-10-29	Telmatochromis dhonti	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	Illumina	CICHLID~X
GCA_015108915.1	2531	2520	11	654	155	139	2591302	2020-10-29	Telmatochromis sp. dhonti north' AB-2019	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	Illumina	CICHLID~X
GCA_015112475.1	2563	2554	9	627	153	137	2591303	2020-10-29	Telmatochromis sp. dhonti twiyu' AB-2019	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	Illumina	CICHLID~X
GCA_015108675.1	2583	2573	10	600	163	134	2591304	2020-10-29	Telmatochromis sp. longola' AB-2019	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	Illumina	CICHLID~X
GCA_015102975.1	2413	2404	9	730	197	178	2591305	2020-10-29	Telmatochromis sp. lufubu' AB-2019	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	Illumina	CICHLID~X
GCA_015104875.1	2425	2417	8	721	196	213	2591306	2020-10-29	Telmatochromis sp. shell' AB-2019	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	Illumina	CICHLID~X
GCA_015102735.1	2419	2411	8	722	201	208	32511	2020-10-29	Telmatochromis temporalis	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	Illumina	CICHLID~X
GCA_015107575.1	2504	2494	10	666	173	129	34811	2020-10-29	Telmatochromis vittatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	Illumina	CICHLID~X
