accession	contig_n50	scaffold_n50	compleasm_complete	compleasm_single	compleasm_dup	compleasm_retro	compleasm_fragmented	compleasm_missing	compleasm_frameshift	project	type	seq
049181475	7678	18905710	2982	2969	12	1	277	130	186	Iridian	Other	Illumina
049181495	11169	19186883	3074	3053	21	0	218	98	125	Iridian	Other	Illumina
049181515	5805	19644728	2698	2691	7	0	476	210	230	Iridian	Other	Illumina
049181575	5925	32819148	3147	3141	5	1	181	61	149	Iridian	Other	Illumina
049181615	9885	22569584	3243	3231	11	1	125	22	168	Iridian	Other	Illumina
049181635	4706	5416	1640	1630	9	1	1121	611	105	Iridian	Other	Illumina
049181675	1487	3277	1454	1436	17	1	1418	510	337	Iridian	Other	Illumina
049181695	694	102390299	2403	2396	5	2	476	507	525	Iridian	Other	Illumina
049190835	37952886	89298488	3379	3344	35	0	2	9	43	Other	Other	HiFi
049190895	23106468	76917133	3375	3333	42	0	3	12	56	Other	Other	HiFi
049243985	52451795	129360563	3361	3338	14	9	8	21	65	Other	Other	HiFi
049306965	59305174	59305174	3347	3323	21	3	14	29	64	Other	Other	PacBio
049307565	36018199	36049785	3376	3331	43	2	2	12	63	Other	Other	HiFi
049307585	24425002	32595500	3366	932	2428	6	8	16	94	Other	Other	HiFi
049308485	1331899	1331899	3282	2797	286	199	37	71	81	Other	Other	HiFi
049308825	1991881	75022993	3367	1727	1637	3	17	6	71	Other	Other	HiFi
049309305	9293763	30569300	3369	1467	1896	6	7	14	107	Other	Other	HiFi
049309525	132089	49275370	3189	2903	285	1	102	99	93	Other	Other	HiFi
049309625	5041903	28576443	3371	3215	154	2	9	10	95	Other	Other	HiFi
049354665	137280848	142034236	3387	3249	32	106	1	2	70	Other	Other	CLR
049462935	37081975	47078771	3313	3237	73	3	19	58	62	Other	Other	HiFi
049634505	68783667	68783667	3354	3291	13	50	1	35	72	Other	Other	HiFi
049634565	90185745	90185745	3344	3254	38	52	3	43	77	Other	Other	HiFi
049634645	107607917	129579767	3353	3326	25	2	8	29	53	Other	Other	HiFi
049638725	12673905	23702079	3368	3352	15	1	7	15	433	Other	Other	ONT
049638765	32358099	33126299	3371	924	2443	4	5	14	114	Other	Other	HiFi
049638825	2804349	34928193	3364	3350	14	0	8	18	389	Other	Other	ONT
049639485	26458349	30708761	3365	3338	27	0	7	18	70	Other	Other	HiFi
049639895	32246491	73139925	3366	3362	4	0	6	18	70	Other	Other	HiFi
049640105	743701	35808772	3297	3282	15	0	45	48	574	Other	Other	ONT
049640345	8981187	9033843	2632	2555	28	49	44	714	121	Other	Other	HiFi
049640505	94784840	94784840	3387	3304	40	43	1	2	69	Other	Other	HiFi
049724495	13224848	72985942	3370	3358	9	3	6	14	63	Other	Other	HiFi
049724535	3773583	72176561	3372	3358	10	4	3	15	60	Other	Other	HiFi
049724575	11642057	67255391	3376	3361	11	4	3	11	60	Other	Other	HiFi
049739055	9089192	24378073	3329	3295	34	0	18	43	75	Other	Other	HiFi
049815525	54699724	54699724	3381	3365	15	1	7	2	50	Other	Other	HiFi
049830015	33954625	35342838	3373	874	2494	5	7	10	104	Other	Other	HiFi
049852335	30524957	121651058	3355	3274	17	64	4	31	60	Other	Other	HiFi
049862795	25596984	28043942	3382	3373	8	1	5	3	75	Other	Other	PacBio
049863035	632754	90920403	3362	555	2804	3	16	12	100	Other	Other	HiFi
049901635	1427988	1427988	3285	3219	25	41	54	51	158	Other	Other	PacBio
049901715	7104416	200959534	3289	3286	2	1	27	74	92	Other	Other	ONT
049901735	9430810	211178498	3272	3262	5	5	16	102	103	Other	Other	ONT
049901815	62574	35124745	2950	2807	139	4	185	255	558	Other	Other	ONT
049919795	35870095	35870095	3372	3340	31	1	7	11	52	Other	Other	HiFi
049942415	27838	75040556	3349	3346	2	1	36	5	74	Iridian	Other	Illumina
049942455	42433	42432072	3368	3366	1	1	18	4	63	Iridian	Other	Illumina
049942475	25478	64326235	3341	3338	2	1	40	9	85	Iridian	Other	Illumina
049942495	12726	76688323	3338	3335	3	0	42	10	90	Iridian	Other	Illumina
049942515	19505	77642345	3372	3369	3	0	16	2	78	Iridian	Other	Illumina
049942535	33272	79415790	3367	3367	0	0	20	3	61	Iridian	Other	Illumina
049942555	846	57843336	588	583	5	0	947	1854	552	Iridian	Other	Illumina
049949165	21937384	22433866	3374	3361	13	0	7	9	97	Other	Other	CLR
049996615	24588030	30621129	3388	3379	8	1	2	0	57	Other	Other	HiFi
049997475	16955	29133	1809	1770	24	15	1195	367	228	Other	Other	Illumina
049997595	1241390	1241390	3248	3222	19	7	26	116	496	Other	Other	ONT
049998635	80241939	80241939	3329	3314	13	2	14	47	57	Other	Other	HiFi
049999145	77119767	144007479	3388	3370	11	7	1	1	50	Other	Other	HiFi
049999565	863499	863499	2767	2509	84	174	450	169	208	Other	Other	HiFi
049999965	63372439	118569001	3385	3379	5	1	2	3	33	Other	Other	CLR
050000005	63372439	118569001	3385	3379	5	1	2	3	33	Other	Other	CLR
050000055	28556977	95007747	3379	3321	20	38	4	7	43	Other	Other	HiFi
050004315	1743644	4254425	3036	2736	117	183	230	124	198	Other	Other	HiFi
050042745	1773328	113866299	3317	3303	11	3	46	27	88	Other	Other	PacBio
050043525	26829641	68641415	3380	3375	5	0	2	8	42	Other	Other	ONT
050043775	10528470	10528470	3340	3330	10	0	11	39	114	Other	Other	HiFi
050043955	28741071	28741071	3357	3305	52	0	10	23	107	Other	Other	HiFi
050059765	73728110	104495363	3390	3323	4	63	0	0	73	Other	Other	HiFi
050084595	30078	31590	2299	2223	15	61	862	213	116	Other	Other	Illumina
050084645	39597849	42465204	3378	3364	14	0	7	5	81	Other	Other	CLR
050084785	1346787	24637528	3300	3212	88	0	37	53	235	Other	Other	HiFi
050084865	37168586	267093197	3320	3216	99	5	23	47	44	Other	Other	PacBio
050084885	328041	68637738	3297	2993	301	3	55	36	169	Other	Other	PacBio
050084895	73656310	99603171	3389	3258	28	103	0	1	61	Other	Other	HiFi
050125195	1803	15817622	1826	1822	4	0	967	582	734	Iridian	Other	Illumina
050140585	7895182	47099876	3382	2718	664	0	5	3	87	Other	Other	HiFi
050230035	564332	564332	3274	3256	13	5	47	69	956	Other	Other	ONT
050230965	87363	2927997	3329	3255	19	55	44	17	71	Other	Other	Illumina
050231085	32490658	32490658	3372	451	2917	4	6	12	97	Other	Other	HiFi
050231125	90477219	143096131	3388	3376	6	6	1	1	47	Other	Other	HiFi
050231175	57283861	215196393	3334	3320	9	5	10	46	42	Other	Other	HiFi
050231285	15084298	49469991	3345	3302	43	0	13	32	298	Other	Other	ONT
050234705	29902800	29902800	3382	3371	11	0	2	6	62	Other	Other	HiFi
050242785	2389023	2389023	3297	3251	46	0	13	80	73	Other	Other	HiFi
050242835	132403	132403	2097	2074	23	0	165	1126	125	Other	Other	HiFi
050306495	14937171	36527228	3368	3356	12	0	9	13	86	Other	Other	HiFi
050306515	3981673	36621189	3369	3329	40	0	5	16	97	Other	Other	HiFi
050306535	3888307	36711406	3306	3274	32	0	11	73	83	Other	Other	HiFi
050320145	99454515	99454515	3388	3294	14	80	1	1	49	Other	Other	HiFi
050436865	14740953	26566960	3390	3371	19	0	0	0	76	Other	Other	HiFi
050436925	97716	78206318	3375	3319	3	53	7	8	76	Other	Other	Illumina
050437135	141298708	141298708	3100	3001	22	77	15	275	106	Other	Other	HiFi
050437385	1075357	1075357	3266	1848	1418	0	54	70	99	Other	Other	HiFi
050491545	100783804	135568488	3387	3324	25	38	0	3	43	Other	Other	HiFi
050491585	133365324	144166349	3389	3320	32	37	0	1	47	Other	Other	HiFi
050491635	104183495	128728249	3342	3286	28	28	4	44	64	Other	Other	HiFi
050491695	99192912	135135935	3389	3328	26	35	0	1	46	Other	Other	HiFi
050491765	88310049	124587259	3383	3323	25	35	1	6	47	Other	Other	HiFi
050491865	98239835	131419195	3386	3321	28	37	0	4	48	Other	Other	HiFi
050491905	108095105	133502275	3340	3286	27	27	4	46	59	Other	Other	HiFi
050491965	108207308	111373065	3388	3315	37	36	0	2	50	Other	Other	HiFi
050492005	82387835	133185834	3382	3318	27	37	2	6	50	Other	Other	HiFi
050492055	88566946	97773028	3389	3328	25	36	0	1	52	Other	Other	HiFi
050492105	106176257	111330550	3387	3327	25	35	1	2	54	Other	Other	HiFi
050492185	101521980	109199147	3389	3327	26	36	0	1	47	Other	Other	HiFi
050492225	107895603	121282508	3389	3322	30	37	0	1	51	Other	Other	HiFi
050492395	99727028	112418370	3338	3278	28	32	3	49	59	Other	Other	HiFi
050492505	67037934	98021117	3384	3320	27	37	1	5	53	Other	Other	HiFi
050492565	97943727	99912430	3379	3319	25	35	1	10	46	Other	Other	HiFi
050492605	86790061	97486515	3341	3289	25	27	6	43	56	Other	Other	HiFi
050492665	96738800	108017953	3358	3291	32	35	2	30	52	Other	Other	HiFi
050492705	89538658	109298203	3389	3327	26	36	0	1	50	Other	Other	HiFi
050492775	88583983	111143729	3383	3320	27	36	0	7	51	Other	Other	HiFi
050492875	92014481	103467333	3389	3328	25	36	0	1	51	Other	Other	HiFi
050492915	83761181	108117273	3365	3304	26	35	2	23	51	Other	Other	HiFi
050492985	97967879	104680320	3387	3324	27	36	1	2	47	Other	Other	HiFi
050493025	96514761	104432821	3371	3308	26	37	2	17	53	Other	Other	HiFi
050493065	97134000	133231147	3381	3315	28	38	1	8	50	Other	Other	HiFi
050493125	110739791	136826388	3383	3317	30	36	3	4	49	Other	Other	HiFi
050493175	62727753	90174874	3379	3313	32	34	3	8	55	Other	Other	HiFi
050493265	120509685	132819572	3389	3327	26	36	0	1	51	Other	Other	HiFi
050493375	104084614	134278832	3389	3325	26	38	0	1	52	Other	Other	HiFi
050493415	111678983	127444954	3388	3326	26	36	1	1	51	Other	Other	HiFi
050493455	110964555	133351672	3328	3278	26	24	6	56	62	Other	Other	HiFi
050493475	100445433	131660691	3389	3325	27	37	0	1	52	Other	Other	HiFi
050493535	106909548	134940649	3388	3326	25	37	0	2	52	Other	Other	HiFi
050493585	133677246	134108251	3389	3327	27	35	0	1	51	Other	Other	HiFi
050493645	92713393	92713393	3389	3327	26	36	0	1	44	Other	Other	HiFi
050493755	98616337	111552720	3388	3326	28	34	0	2	46	Other	Other	HiFi
050493795	103460986	134697828	3363	3304	27	32	2	25	52	Other	Other	HiFi
050493885	108796911	133908376	3389	3325	27	37	0	1	49	Other	Other	HiFi
050493935	130601890	134652005	3388	3327	26	35	0	2	50	Other	Other	HiFi
050493985	94572944	135328604	3344	3286	31	27	3	43	56	Other	Other	HiFi
050494025	110522386	137048583	3388	3322	29	37	1	1	46	Other	Other	HiFi
050494065	112316803	132989471	3376	3312	27	37	0	14	49	Other	Other	HiFi
050494085	103414596	133176866	3350	3291	31	28	3	37	59	Other	Other	HiFi
050494185	136753856	136753856	3389	3321	31	37	0	1	49	Other	Other	HiFi
050494665	101410558	135952520	3388	3324	26	38	0	2	53	Other	Other	HiFi
050494785	99783586	133423702	3387	3325	27	35	0	3	55	Other	Other	HiFi
050494905	102971584	126225561	3381	3318	28	35	1	8	49	Other	Other	HiFi
050495045	115938779	135121617	3364	3304	27	33	2	24	51	Other	Other	HiFi
050495135	102235777	134475779	3385	3325	25	35	1	4	44	Other	Other	HiFi
050495215	97321608	110821550	3347	3292	27	28	2	41	60	Other	Other	HiFi
050495255	97964146	132793541	3382	3314	30	38	3	5	56	Other	Other	HiFi
050495315	104024592	132245320	3389	3325	27	37	0	1	50	Other	Other	HiFi
050495845	1966309	42774560	3355	3325	28	2	12	23	72	Other	Other	HiFi
050506835	132757960	141277980	3389	3327	26	36	0	1	44	Other	Other	HiFi
050511675	4149	22623212	2799	2775	24	0	439	149	286	Iridian	Other	Illumina
050511735	4077	22894199	2593	2587	6	0	566	229	337	Iridian	Other	Illumina
050511755	8537	21542582	3071	3066	5	0	228	90	135	Iridian	Other	Illumina
050511795	3835	5892	1460	1448	11	1	1340	562	60	Iridian	Other	Illumina
050511815	5105	11935	2671	2659	11	1	572	140	137	Iridian	Other	Illumina
050511835	4561	19410230	2824	2816	8	0	415	150	214	Iridian	Other	Illumina
050511855	3197	19052131	2610	2605	4	1	557	221	297	Iridian	Other	Illumina
050511875	6982	138136	3108	3096	10	2	219	59	79	Iridian	Other	Illumina
050573435	23187	76990411	3289	3286	2	1	81	20	115	Iridian	Other	Illumina
050573455	15266	74836690	3324	3322	1	1	54	11	90	Iridian	Other	Illumina
050573475	13505	19957730	3030	3019	10	1	236	123	171	Iridian	Other	Illumina
050573535	20905	17578950	3371	3365	4	2	15	4	89	Iridian	Other	Illumina
050573555	6642	32739253	3200	3199	1	0	142	48	143	Iridian	Other	Illumina
050573655	10721	21175671	3183	3176	6	1	152	54	119	Iridian	Other	Illumina
050573675	4123	22222250	2873	2868	5	0	392	123	210	Iridian	Other	Illumina
050573715	3271	28658551	2801	2796	5	0	364	222	238	Iridian	Other	Illumina
050573755	337	338	13	11	2	0	398	2975	6	Iridian	Other	Illumina
050573775	1459	3951	1937	11	1926	0	951	498	565	Iridian	Other	Illumina
050574305	29202791	39226643	3329	3294	32	3	12	49	61	Other	Other	HiFi
050574515	3346449	143945165	3363	3328	26	9	10	17	74	Other	Other	HiFi
050575085	13224000	13224000	3377	3354	23	0	6	7	82	Other	Other	HiFi
050575185	41707044	41707044	3347	3320	26	1	16	27	63	Other	Other	HiFi
050575255	71801	4597212	3265	3251	14	0	56	69	88	Other	Other	Illumina
050575275	44630	4788332	3257	3241	16	0	59	74	95	Other	Other	Illumina
050575475	3133124	3133124	3368	3326	41	1	14	8	81	Other	Other	HiFi
050575495	5977474	5977474	3367	3288	78	1	8	14	86	Other	Other	HiFi
050575535	2755359	2755359	3336	3263	72	1	34	19	100	Other	Other	HiFi
050578055	23843553	23843553	3382	3362	20	0	2	6	76	Other	Other	HiFi
050578075	15080	42754	2454	2448	3	3	744	184	73	Other	Other	Illumina
050613475	31892113	36570103	3381	3363	12	6	6	3	59	Other	Other	HiFi
050613815	94324657	203681815	3332	3322	7	3	14	44	49	Other	Other	HiFi
050613895	2529731	153064829	3259	3228	27	4	46	85	55	Other	Other	HiFi
050624465	54742630	165248668	3301	3157	27	117	12	77	99	Other	Other	HiFi
050626335	3211168	34841370	3335	3287	47	1	21	34	90	Other	Other	HiFi
050655445	85586699	178810477	3340	3322	11	7	4	46	65	Other	Other	HiFi
050655735	57875299	70278893	3221	3208	12	1	7	162	57	Other	Other	ONT
050656315	141000299	154368220	3389	3318	35	36	0	1	46	Other	Other	HiFi
050881965	30447840	30447840	3372	1104	2264	4	6	12	90	Other	Other	HiFi
050916515	3737	21394239	2737	2727	10	0	477	174	258	Iridian	Other	Illumina
050916685	71454981	92258836	3389	3266	18	105	0	1	65	Other	Other	CLR
050926195	4648668	47421265	3349	3314	33	2	15	26	71	Other	Other	Illumina
050926205	47681809	139036104	3388	3301	16	71	0	2	75	Other	Other	ONT
050947425	18147389	88319617	3385	3383	2	0	0	5	49	Other	Other	HiFi
050947455	8675653	410882874	3232	3202	27	3	42	116	50	Other	Other	HiFi
050947545	122914	71570192	3233	3216	14	3	58	98	106	Other	Other	Illumina
050947775	1619376	41660871	3309	3295	14	0	13	68	322	Other	Other	PacBio
050947845	12472032	12963786	3349	3284	64	1	7	34	53	Other	Other	HiFi
050947925	265203	45450274	3371	3360	11	0	10	9	68	Other	Other	PacBio
051013605	3134	31902561	3105	3092	11	2	204	81	203	Iridian	Other	Illumina
051016625	34289	76939095	3325	3325	0	0	53	11	62	Iridian	Other	Illumina
051016645	4804	21902564	3009	2996	11	2	286	92	176	Iridian	Other	Illumina
051016685	3899	30931110	3100	3096	4	0	207	83	189	Iridian	Other	Illumina
051016705	1542	10818326	1857	7	1850	0	999	526	563	Iridian	Other	Illumina
051020865	16043130	16043130	3346	3335	11	0	11	33	132	Other	Other	HiFi
051027255	26575253	26575253	3390	3383	7	0	0	0	50	Other	Other	CLR
051106085	102689456	117936486	3384	3313	11	60	0	6	70	Other	Other	HiFi
051106095	134074000	266210064	3364	3349	13	2	5	21	48	Other	Other	HiFi
051107095	2084	14835150	3079	3066	11	2	216	94	329	Other	Other	Illumina
051107105	3180	14662448	3271	3244	25	2	81	37	199	Other	Other	Illumina
051107145	5625	15396217	3269	3249	19	1	85	35	135	Other	Other	Illumina
051107165	4241	15375923	3199	3178	20	1	129	61	203	Other	Other	BGI
051107185	3238	15825868	3274	3251	21	2	85	31	167	Other	Other	Illumina
051107215	8126	15207920	3255	3232	22	1	104	31	142	Other	Other	Illumina
051107335	58593296	147818333	3334	3302	13	19	5	51	66	Other	Other	HiFi
051107445	60698384	157387023	3386	3337	9	40	1	3	55	Other	Other	HiFi
051107495	26989190	27314691	3384	3372	12	0	4	2	56	Other	Other	HiFi
051107505	49393690	159727393	3381	3302	66	13	3	6	56	Other	Other	HiFi
051107595	101513163	156917333	3288	3267	10	11	12	90	71	Other	Other	HiFi
051107935	43299	8734711	3227	3185	17	25	80	82	101	Other	Other	Illumina
051110555	2208	13370259	3289	3256	33	0	71	29	168	Other	Other	Illumina
051122635	86411128	110773387	3386	3323	9	54	1	3	73	Other	Other	HiFi
051143605	51740598	108114398	3365	3319	12	34	7	18	53	Other	Other	HiFi
051167395	11731257	18993287	3371	3320	50	1	6	13	73	Other	Other	HiFi
051167445	15136291	37724434	3376	3357	19	0	3	11	60	Other	Other	HiFi
051167465	28128084	30265916	3373	1098	2272	3	6	11	107	Other	Other	HiFi
051168715	25469312	31502199	3376	3346	30	0	5	9	69	Other	Other	HiFi
051168745	28388427	32287255	3376	3355	21	0	4	10	79	Other	Other	HiFi
051168995	16320677	20904794	3348	3275	72	1	11	31	63	Other	Other	HiFi
051175735	9187813	9187813	3360	3349	11	0	11	19	54	Other	Other	HiFi
051175815	14486001	14486001	3351	3341	7	3	6	33	53	Other	Other	HiFi
051175835	5709434	5709434	3361	3357	4	0	9	20	66	Other	Other	HiFi
051175865	20054999	20054999	3356	3348	8	0	14	20	69	Other	Other	HiFi
051175885	5242973	5242973	3383	3376	7	0	4	3	46	Other	Other	HiFi
051176035	7586340	7586340	3275	3236	17	22	30	85	88	Other	Other	HiFi
051176105	2590683	2590683	3360	3353	3	4	12	18	61	Other	Other	HiFi
051176145	7769302	7769302	3344	3290	6	48	22	24	72	Other	Other	HiFi
051176215	10659787	10659787	3376	3364	11	1	3	11	50	Other	Other	HiFi
051176245	9559700	9559700	3369	3364	5	0	5	16	66	Other	Other	HiFi
051176275	5571114	5571114	3376	3371	4	1	3	11	43	Other	Other	HiFi
051176345	9737246	9737246	3365	3345	19	1	11	14	48	Other	Other	HiFi
051176395	18951180	18951180	3364	3356	8	0	4	22	57	Other	Other	HiFi
051176445	2543090	2543090	3298	3290	7	1	14	78	53	Other	Other	HiFi
051176495	11613869	11613869	3374	3336	38	0	8	8	57	Other	Other	HiFi
051176545	1701252	1701252	3282	2834	445	3	40	67	78	Other	Other	HiFi
051176615	10625239	10625239	3375	3186	26	163	8	7	81	Other	Other	HiFi
051200465	895397	114620712	2968	2956	9	3	133	289	57	Other	Other	HiFi
051200555	24398468	24398468	3369	3362	7	0	5	16	55	Other	Other	HiFi
051200695	7375059	7375059	3287	2810	476	1	11	92	71	Other	Other	HiFi
051201465	52416241	52416241	3364	3344	12	8	7	19	105	Other	Other	PacBio
051201485	29203291	31659095	3388	3361	26	1	2	0	62	Other	Other	HiFi
051225735	138122305	148896876	3378	3269	25	84	4	8	72	Other	Other	HiFi
051225755	18697453	28100061	3353	3336	17	0	4	33	67	Other	Other	HiFi
051225775	20593214	26514283	3344	3324	20	0	7	39	75	Other	Other	HiFi
900005705	9390	383627	2682	1846	832	4	369	331	207	Other	Other	Other
900006375	3657	178272	3062	3053	4	5	266	60	143	Other	Other	Illumina
900006655	9406846	20634945	3371	3316	20	35	3	16	220	Other	Other	CLR
900066035	1066117	1191366	3386	3259	125	2	3	1	279	Other	Other	Other
900067755	33259	2290546	3302	3298	4	0	58	29	89	Other	Other	Illumina
900080235	703847	794648	3290	3151	138	1	61	38	262	Other	Other	PacBio
900092035	38877	21959719	2804	2775	27	2	349	235	1381	Other	Other	Illumina
900094665	30917	122627250	3356	3281	16	59	19	15	89	Other	Other	Illumina
900095145	29465	111406228	3354	3299	10	45	18	18	86	Other	Other	Illumina
900108605	32336	6814223	3331	3295	9	27	40	19	116	Other	Other	Illumina
900168385	2701	295259	2924	2898	12	14	346	115	360	Other	Other	Illumina
900186095	97133	62039716	3355	3325	9	21	25	10	77	Other	Other	Illumina
900205225	96283	10035936	3300	3297	3	0	52	38	88	Other	Other	Illumina
900216065	105778	16846143	3271	3255	16	0	85	34	90	Other	Other	Illumina
900231065	173312	1671595	3347	3341	6	0	27	16	75	Other	Other	Illumina
900232925	11840837	11840837	3353	3302	16	35	17	20	89	Other	Other	ONT
900245895	368212	368212	3218	3183	19	16	120	51	86	Other	Other	PacBio
900245905	662519	662519	3302	3250	19	33	59	29	75	Other	Other	PacBio
900246015	130633	20042208	3136	2916	219	1	95	159	1845	Other	Other	Illumina
900246225	4438245	38669361	3349	3293	50	6	10	31	63	Other	Other	Other
900291075	77605	209126	3256	3222	34	0	71	61	478	Other	Other	PacBio
900302275	4524	6820	1931	1915	16	0	979	461	89	Other	Other	Illumina
900302285	8161	15180	2195	2187	7	1	864	313	95	Other	Other	Illumina
900302295	4177	6391	1368	1357	9	2	1244	750	74	Other	Other	Illumina
900302305	5803	9571	2220	2213	7	0	878	275	71	Other	Other	Illumina
900302315	4532	10640	2099	2093	6	0	857	415	118	Other	Other	Illumina
900302325	3126	3555	1211	1206	5	0	1344	806	81	Other	Other	Illumina
900302335	3458	4502	1382	1373	8	1	1232	754	79	Other	Other	Illumina
900302345	4562	7633	1709	1702	6	1	1078	572	108	Other	Other	Illumina
900302355	4843	7082	1823	1815	7	1	1121	424	104	Other	Other	Illumina
900302375	4956	6483	1859	1854	5	0	1070	435	61	Other	Other	Illumina
900302385	3803	4892	1593	1589	4	0	1162	610	80	Other	Other	Illumina
900302395	4452	5922	697	695	2	0	1510	1154	57	Other	Other	Illumina
900302405	7314	9654	1859	1854	5	0	1073	440	95	Other	Other	Illumina
900302415	3248	3976	1123	1119	4	0	1177	1063	77	Other	Other	Illumina
900302425	3682	4650	1576	1569	6	1	1171	616	85	Other	Other	Illumina
900302515	3221	3572	1134	1128	4	2	1279	952	74	Other	Other	Illumina
900302525	3215	3697	1221	1218	3	0	1264	881	69	Other	Other	Illumina
900302535	8761	21768	2475	2459	14	2	670	231	124	Other	Other	Illumina
900302545	4051	5222	1222	1212	8	2	1388	748	88	Other	Other	Illumina
900302555	9816	21306	2476	2467	8	1	658	238	96	Other	Other	Illumina
900302565	5765	16818	2219	2212	5	2	792	367	131	Other	Other	Illumina
900302575	3603	4335	1306	1301	4	1	1257	796	89	Other	Other	Illumina
900302585	6781	9773	2017	2010	6	1	1003	351	52	Other	Other	Illumina
900302595	3379	3951	1100	1092	6	2	1262	999	86	Other	Other	Illumina
900302605	5112	7469	1553	1542	8	3	1227	588	77	Other	Other	Illumina
900302615	9243	21389	2612	2599	12	1	609	161	98	Other	Other	Illumina
900302625	16808	46920	2780	2774	6	0	476	125	102	Other	Other	Illumina
900302635	4581	5920	826	824	2	0	1658	869	71	Other	Other	Illumina
900302645	4140	5972	1283	1279	4	0	1371	699	93	Other	Other	Illumina
900302655	9467	16564	2223	2217	6	0	886	266	99	Other	Other	Illumina
900302665	18817	50227	2975	2965	8	2	354	58	93	Other	Other	Illumina
900302675	5460	7329	1535	1528	6	1	1229	599	72	Other	Other	Illumina
900302685	11633	28198	2688	2680	7	1	550	140	91	Other	Other	Illumina
900302695	17055	71786	3095	3088	6	1	252	38	69	Other	Other	Illumina
900302745	7343	16796	2111	2106	5	0	814	447	156	Other	Other	Illumina
900302755	8509	14223	2049	2036	13	0	974	355	63	Other	Other	Illumina
900303205	3267	4433	1476	1472	4	0	1208	686	86	Other	Other	Illumina
900303215	3900	6379	1766	1760	6	0	1093	510	105	Other	Other	Illumina
900303225	3431	4715	1656	1650	4	2	1103	604	82	Other	Other	Illumina
900303235	3282	3702	1062	1058	4	0	1324	972	86	Other	Other	Illumina
900303245	11209	32464	2706	2698	8	0	451	228	119	Other	Other	Illumina
900303255	6729	11480	1902	1898	4	0	866	606	88	Other	Other	Illumina
900303265	17578	45752	3041	3031	9	1	262	85	84	Other	Other	Illumina
900303275	6086	9774	2135	2129	5	1	804	442	201	Other	Other	Illumina
900303285	860710	2502259	3297	3270	24	3	30	63	55	Other	Other	ONT
900312545	3670	5117	1204	1200	4	0	1270	898	89	Other	Other	Illumina
900312555	4213	5470	1448	1443	4	1	1333	578	91	Other	Other	Illumina
900312565	4286	5987	1452	1446	6	0	1224	695	60	Other	Other	Illumina
900312575	5636	8444	1615	1606	9	0	1231	525	160	Other	Other	Illumina
900312585	3697	4932	1343	1339	4	0	1233	778	90	Other	Other	Illumina
900312595	2928	3201	333	330	2	1	1298	1742	53	Other	Other	Illumina
900312615	3373	4684	999	997	2	0	1341	1024	59	Other	Other	Illumina
900312625	3471	4482	1095	1093	2	0	1344	925	100	Other	Other	Illumina
900312635	3457	4344	1272	1269	3	0	1260	830	114	Other	Other	Illumina
900312935	9554	16922	2570	2561	9	0	568	245	137	Other	Other	Illumina
900312945	3792	4774	1318	1314	4	0	1245	806	78	Other	Other	Illumina
900312955	5716	9473	1756	1749	7	0	1035	584	114	Other	Other	Illumina
900323295	4136	5266	1563	1555	7	1	1220	582	111	Other	Other	Illumina
900323305	6231	19998	2608	2598	10	0	555	217	128	Other	Other	Illumina
900323315	9362	21275	2423	2414	9	0	684	262	97	Other	Other	Illumina
900323325	3928	5368	1017	1008	9	0	1212	1139	42	Other	Other	Illumina
900323335	4642	6332	1600	1593	6	1	1269	496	86	Other	Other	Illumina
900323345	12029	24689	2594	2587	7	0	619	168	119	Other	Other	Illumina
900323355	3538	4444	1260	1257	3	0	1228	871	80	Other	Other	Illumina
900323365	8046	18672	2378	2373	5	0	757	237	153	Other	Other	Illumina
900323375	4393	6111	1493	1420	16	57	1037	832	83	Other	Other	Illumina
900327885	55145	2154052	3360	3351	9	0	25	5	78	Other	Other	Illumina
900408965	2231376	8960300	3353	3315	32	6	15	22	80	Other	Other	PacBio
900411745	29908	74035964	3155	3152	3	0	173	62	298	Other	Other	Illumina
900490495	2300191	10287669	3101	3029	71	1	77	212	102	Other	Other	PacBio
900497675	131583	667839	3331	3215	112	4	35	24	62	Other	Other	Illumina
900497805	113054	28503419	3360	3074	276	10	14	16	57	Other	Other	Illumina
900499035	9398	96617	2514	2321	188	5	517	353	198	Other	Other	Illumina
900518725	31763	5997050	3112	3060	48	4	172	105	135	Other	Other	Illumina
900518735	50443	14685528	3240	3182	57	1	74	76	102	Other	Other	Illumina
900536245	2494056	2567038	3368	3349	18	1	15	7	472	Other	Other	PacBio
900607315	1846793	29494812	3370	3347	23	0	11	9	420	Other	Other	PacBio
900610375	22581	24210077	3315	3306	9	0	55	20	130	Other	Other	PacBio
900631625	97662	143424588	3383	3254	21	108	5	2	67	Other	Other	Other
900642305	537425	139181869	3294	3252	15	27	55	41	927	Other	Other	Other
900660295	2172	3367	512	511	1	0	1198	1663	120	Other	Other	Illumina
900660305	2690	3573	512	511	1	0	1323	1529	98	Other	Other	Illumina
900660315	4028	6032	1412	1408	3	1	1344	612	58	Other	Other	Illumina
900660325	3062	3335	520	519	1	0	1643	1190	43	Other	Other	Illumina
900660355	7812	15562	2289	2278	11	0	784	296	115	Other	Other	Illumina
900660455	8514	18145	2302	2295	7	0	751	321	158	Other	Other	Illumina
900661375	99542	1519745	3255	3243	3	9	80	55	109	Other	Other	Illumina
900683385	3719	4562	1041	1038	2	1	1242	1083	63	Other	Other	Illumina
900700415	1006413	29845739	3294	3187	104	3	58	38	113	Other	Other	Other
